Date	1W
11.09.2008	25.782
12.09.2008	25.5535
15.09.2008	25.5544
16.09.2008	25.6525
17.09.2008	25.4636
18.09.2008	25.3962
19.09.2008	25.3199
22.09.2008	25.0449
23.09.2008	25.1137
24.09.2008	25.0444
25.09.2008	25.053
26.09.2008	25.076
29.09.2008	25.3377
30.09.2008	25.6708
01.10.2008	25.743
02.10.2008	25.9424
03.10.2008	25.9836
06.10.2008	26.3021
07.10.2008	26.2129
08.10.2008	26.1459
09.10.2008	26.1995
10.10.2008	26.405
13.10.2008	26.2332
14.10.2008	26.12
15.10.2008	26.3099
16.10.2008	26.3696
17.10.2008	26.437
20.10.2008	26.5535
21.10.2008	26.865
22.10.2008	27.0987
23.10.2008	27.119
24.10.2008	27.4997
27.10.2008	27.7149
28.10.2008	27.342
29.10.2008	26.985
30.10.2008	26.9964
31.10.2008	27.2841
03.11.2008	27.4208
04.11.2008	27.062
05.11.2008	26.9562
06.11.2008	27.185
07.11.2008	27.19
10.11.2008	27.1537
11.11.2008	27.7407
12.11.2008	27.75
13.11.2008	27.44
14.11.2008	27.66
17.11.2008	27.7999
18.11.2008	27.875
19.11.2008	27.961
20.11.2008	27.9334
21.11.2008	27.7449
24.11.2008	27.6575
25.11.2008	27.5112
26.11.2008	27.6513
27.11.2008	27.6048
28.11.2008	27.9162
01.12.2008	27.935
02.12.2008	28.0642
03.12.2008	28.035
04.12.2008	28.04
05.12.2008	28.32
08.12.2008	28.0162
09.12.2008	28.05
10.12.2008	27.935
11.12.2008	27.8324
12.12.2008	27.8699
15.12.2008	27.7937
16.12.2008	27.47
17.12.2008	27.4904
18.12.2008	27.81
19.12.2008	28.4009
22.12.2008	28.6363
23.12.2008	28.5686
24.12.2008	29.1302
25.12.2008	28.8497
26.12.2008	28.535
29.12.2008	29.9707
30.12.2008	29.8045
31.12.2008	29.5776
01.01.2009	29.3913
02.01.2009	30.5888
05.01.2009	30.3699
06.01.2009	29.3459
07.01.2009	30.637
08.01.2009	30.599
09.01.2009	31.0565
12.01.2009	31.345
13.01.2009	31.4639
14.01.2009	32.0938
15.01.2009	32.6558
16.01.2009	32.97
19.01.2009	33.8101
20.01.2009	33.38
21.01.2009	32.9783
22.01.2009	32.9744
23.01.2009	33.19
26.01.2009	33.0334
27.01.2009	33.36
28.01.2009	34.15
29.01.2009	35.3285
30.01.2009	36.025
02.02.2009	36.315
03.02.2009	36.1335
04.02.2009	36.4368
05.02.2009	36.5125
06.02.2009	36.2677
10.02.2009	35.91
11.02.2009	35.6714
12.02.2009	34.75
13.02.2009	34.73
16.02.2009	35.2962
17.02.2009	36.445
18.02.2009	36.435
19.02.2009	36.082
20.02.2009	36.015
23.02.2009	36.19
24.02.2009	35.93
25.02.2009	35.915
26.02.2009	35.755
27.02.2009	35.9843
02.03.2009	36.2726
03.03.2009	36.295
04.03.2009	36.0342
05.03.2009	36.0914
06.03.2009	35.8631
09.03.2009	35.7894
10.03.2009	35.1172
11.03.2009	35.0491
12.03.2009	35.0598
13.03.2009	34.725
16.03.2009	34.7538
17.03.2009	34.5724
18.03.2009	34.4988
19.03.2009	33.4045
20.03.2009	33.5075
23.03.2009	33.3752
24.03.2009	33.526
25.03.2009	33.5063
26.03.2009	33.451
27.03.2009	33.835
30.03.2009	34.0396
31.03.2009	34.0301
01.04.2009	33.97
02.04.2009	33.4306
03.04.2009	33.37
06.04.2009	33.4181
07.04.2009	33.6185
08.04.2009	33.7265
09.04.2009	33.67
10.04.2009	33.5793
13.04.2009	33.37
14.04.2009	33.4617
15.04.2009	33.465
16.04.2009	33.45
17.04.2009	33.5213
20.04.2009	33.9766
21.04.2009	34.2428
22.04.2009	33.98
23.04.2009	33.58
24.04.2009	33.255
27.04.2009	33.54
28.04.2009	33.4298
29.04.2009	33.205
30.04.2009	33.1708
01.05.2009	33.155
04.05.2009	32.85
05.05.2009	32.885
06.05.2009	32.815
07.05.2009	32.64
08.05.2009	32.3
12.05.2009	32.12
13.05.2009	32.075
14.05.2009	32.165
15.05.2009	32.167
18.05.2009	32.085
19.05.2009	31.865
20.05.2009	31.575
21.05.2009	31.369
22.05.2009	31.1159
25.05.2009	31.0541
26.05.2009	31.3303
27.05.2009	31.2756
28.05.2009	31.3011
29.05.2009	30.9421
01.06.2009	30.6257
02.06.2009	30.575
03.06.2009	30.9783
04.06.2009	30.9414
05.06.2009	30.984
08.06.2009	31.4515
09.06.2009	31.13
10.06.2009	30.971
11.06.2009	30.9053
12.06.2009	31.0074
15.06.2009	31.3308
16.06.2009	31.2742
17.06.2009	31.2611
18.06.2009	31.3696
19.06.2009	31.1658
22.06.2009	31.3981
23.06.2009	31.2035
24.06.2009	31.385
25.06.2009	31.225
26.06.2009	31.2326
29.06.2009	31.2287
30.06.2009	31.2
01.07.2009	31.13
02.07.2009	31.2444
03.07.2009	31.335
06.07.2009	31.51
07.07.2009	31.5951
08.07.2009	31.8968
09.07.2009	31.7698
10.07.2009	32.8121
13.07.2009	32.8425
14.07.2009	32.269
15.07.2009	31.8953
16.07.2009	31.7218
17.07.2009	31.8252
20.07.2009	31.0958
21.07.2009	31.0413
22.07.2009	31.2146
23.07.2009	31.2392
24.07.2009	31.0996
27.07.2009	30.7645
28.07.2009	31.1517
29.07.2009	31.6604
30.07.2009	31.5422
31.07.2009	31.4558
03.08.2009	30.9647
04.08.2009	31.1064
05.08.2009	31.2467
06.08.2009	31.3607
07.08.2009	31.6999
10.08.2009	31.9192
11.08.2009	32.3913
12.08.2009	32.4312
13.08.2009	31.815
14.08.2009	31.9014
17.08.2009	32.2184
18.08.2009	31.9721
19.08.2009	31.8388
20.08.2009	31.8664
21.08.2009	31.7156
24.08.2009	31.4627
25.08.2009	31.3811
26.08.2009	31.5705
27.08.2009	31.7084
28.08.2009	31.6595
31.08.2009	31.8988
01.09.2009	31.9564
02.09.2009	31.9572
03.09.2009	31.7856
04.09.2009	31.6197
07.09.2009	31.5277
08.09.2009	31.2646
09.09.2009	31.0219
10.09.2009	30.9018
11.09.2009	30.698
15.09.2009	30.837
16.09.2009	30.608
17.09.2009	30.3251
18.09.2009	30.3019
21.09.2009	30.3756
22.09.2009	30.1148
23.09.2009	30.0486
24.09.2009	30.1937
25.09.2009	30.1301
28.09.2009	30.1669
29.09.2009	30.2012
30.09.2009	30.081
01.10.2009	30.1435
02.10.2009	30.1782
05.10.2009	30.0344
06.10.2009	29.8287
07.10.2009	29.7707
08.10.2009	29.5985
09.10.2009	29.6045
12.10.2009	29.4979
13.10.2009	29.5726
14.10.2009	29.4467
15.10.2009	29.3841
16.10.2009	29.4536
19.10.2009	29.3283
20.10.2009	29.2415
21.10.2009	29.1225
22.10.2009	29.1032
23.10.2009	29.0055
26.10.2009	29.0272
27.10.2009	29.2979
28.10.2009	29.2774
29.10.2009	29.1326
30.10.2009	29.1149
02.11.2009	29.2453
03.11.2009	29.37
04.11.2009	29.0386
05.11.2009	29.0781
06.11.2009	29.1048
09.11.2009	28.737
10.11.2009	28.7628
11.11.2009	28.7342
12.11.2009	28.9324
13.11.2009	28.8724
16.11.2009	28.7375
17.11.2009	28.8248
18.11.2009	28.7199
19.11.2009	28.8887
20.11.2009	29.0364
23.11.2009	28.8189
24.11.2009	28.8645
25.11.2009	28.8553
26.11.2009	29.3136
27.11.2009	29.3663
30.11.2009	29.2725
01.12.2009	29.0686
02.12.2009	29.3754
03.12.2009	29.2077
04.12.2009	29.4936
07.12.2009	29.9305
08.12.2009	30.6322
09.12.2009	30.555
10.12.2009	30.4849
11.12.2009	30.2895
14.12.2009	30.0982
15.12.2009	30.2753
16.12.2009	30.3244
17.12.2009	30.885
18.12.2009	30.6983
21.12.2009	30.5311
22.12.2009	30.516
23.12.2009	30.2437
24.12.2009	29.7
25.12.2009	29.7225
29.12.2009	30.2118
30.12.2009	30.299
31.12.2009	30.107
11.01.2010	29.3032
12.01.2010	29.5467
13.01.2010	29.6192
14.01.2010	29.5139
15.01.2010	29.5641
19.01.2010	29.7022
20.01.2010	29.7783
21.01.2010	29.6621
22.01.2010	29.7012
25.01.2010	30.1439
26.01.2010	30.3583
27.01.2010	30.3113
28.01.2010	30.4224
29.01.2010	30.3847
01.02.2010	30.3659
02.02.2010	30.1597
03.02.2010	30.0313
04.02.2010	30.4535
05.02.2010	30.502
08.02.2010	30.5331
09.02.2010	30.2735
10.02.2010	30.3304
11.02.2010	30.1973
12.02.2010	30.2537
15.02.2010	30.2531
16.02.2010	30.0509
17.02.2010	30.1262
18.02.2010	30.0612
19.02.2010	30.0982
24.02.2010	30.0435
25.02.2010	30.1063
26.02.2010	30.0482
01.03.2010	29.9981
02.03.2010	29.8904
03.03.2010	29.749
04.03.2010	29.8901
05.03.2010	29.7993
09.03.2010	29.7994
10.03.2010	29.549
11.03.2010	29.6787
12.03.2010	29.3094
15.03.2010	29.4529
16.03.2010	29.339
17.03.2010	29.192
18.03.2010	29.3113
19.03.2010	29.2918
22.03.2010	29.5551
23.03.2010	29.5475
24.03.2010	29.698
25.03.2010	29.5675
26.03.2010	29.6155
29.03.2010	29.5384
30.03.2010	29.5279
31.03.2010	29.4523
01.04.2010	29.2914
02.04.2010	29.2576
05.04.2010	29.2203
06.04.2010	29.378
07.04.2010	29.3148
08.04.2010	29.4244
09.04.2010	29.1538
12.04.2010	29.0512
13.04.2010	29.1146
14.04.2010	28.9411
15.04.2010	29.0531
16.04.2010	29.0737
19.04.2010	29.228
20.04.2010	29.158
21.04.2010	29.1601
22.04.2010	29.265
23.04.2010	29.1601
26.04.2010	29.1094
27.04.2010	29.3132
28.04.2010	29.4506
29.04.2010	29.2243
30.04.2010	29.2418
04.05.2010	29.6937
05.05.2010	30.1704
06.05.2010	30.6476
07.05.2010	30.6683
10.05.2010	30.2019
11.05.2010	30.1723
12.05.2010	29.9607
13.05.2010	30.0349
14.05.2010	30.5665
17.05.2010	30.673
18.05.2010	30.4664
19.05.2010	30.8384
20.05.2010	31.4105
21.05.2010	31.4401
24.05.2010	30.955
25.05.2010	31.4717
26.05.2010	31.4225
27.05.2010	30.635
28.05.2010	30.7513
31.05.2010	30.825
01.06.2010	31.0836
02.06.2010	31.1025
03.06.2010	31.1725
04.06.2010	31.4801
07.06.2010	31.5425
08.06.2010	31.6553
09.06.2010	31.5251
10.06.2010	31.3425
11.06.2010	31.3625
14.06.2010	31.235
15.06.2010	31.1275
16.06.2010	31.1226
17.06.2010	31.0492
18.06.2010	31
21.06.2010	30.865
22.06.2010	31.0747
23.06.2010	31.1141
24.06.2010	31.04
25.06.2010	30.98
28.06.2010	31.105
29.06.2010	31.2795
30.06.2010	31.2575
01.07.2010	31.1701
02.07.2010	31.165
05.07.2010	31.0275
06.07.2010	31.0101
07.07.2010	31.04
08.07.2010	30.965
09.07.2010	30.9137
12.07.2010	30.9175
13.07.2010	30.5975
14.07.2010	30.55
15.07.2010	30.3975
16.07.2010	30.5207
19.07.2010	30.48
20.07.2010	30.4975
21.07.2010	30.6375
22.07.2010	30.415
23.07.2010	30.385
26.07.2010	30.25
27.07.2010	30.2425
28.07.2010	30.23
29.07.2010	30.1526
30.07.2010	30.23
02.08.2010	29.9975
03.08.2010	29.7675
04.08.2010	29.7375
05.08.2010	29.7405
06.08.2010	29.6775
09.08.2010	29.9775
10.08.2010	29.9825
11.08.2010	30.4475
12.08.2010	30.5602
13.08.2010	30.6063
16.08.2010	30.4956
17.08.2010	30.3586
18.08.2010	30.4413
19.08.2010	30.5337
20.08.2010	30.6512
23.08.2010	30.7101
24.08.2010	30.867
25.08.2010	30.952
26.08.2010	30.7583
27.08.2010	30.6713
30.08.2010	30.7388
31.08.2010	30.812
01.09.2010	30.7437
02.09.2010	30.7034
03.09.2010	30.6381
06.09.2010	30.6241
07.09.2010	30.8819
08.09.2010	30.8679
09.09.2010	30.8798
10.09.2010	30.8646
13.09.2010	30.6733
14.09.2010	30.5864
15.09.2010	31.019
16.09.2010	31.22
17.09.2010	31.0228
20.09.2010	31.0421
21.09.2010	31.073
22.09.2010	31.0419
23.09.2010	31.0227
24.09.2010	30.7177
27.09.2010	30.5744
28.09.2010	30.4209
29.09.2010	30.4161
30.09.2010	30.5721
01.10.2010	30.463
05.10.2010	30.0517
06.10.2010	29.7368
07.10.2010	29.8054
08.10.2010	29.8378
11.10.2010	29.9302
12.10.2010	30.0118
13.10.2010	30.1058
14.10.2010	30.0588
15.10.2010	30.3518
18.10.2010	30.4211
19.10.2010	30.7676
20.10.2010	30.7429
21.10.2010	30.6112
22.10.2010	30.4174
25.10.2010	30.3376
26.10.2010	30.4747
27.10.2010	30.7698
28.10.2010	30.656
29.10.2010	30.8149
01.11.2010	30.8126
02.11.2010	30.7499
03.11.2010	30.8257
04.11.2010	30.5862
05.11.2010	30.689
08.11.2010	30.7945
09.11.2010	30.8409
10.11.2010	30.7125
11.11.2010	30.6353
12.11.2010	30.8234
15.11.2010	31.0002
16.11.2010	31.2688
17.11.2010	31.3345
18.11.2010	31.0702
19.11.2010	31.1334
22.11.2010	31.1694
23.11.2010	31.4221
24.11.2010	31.3502
25.11.2010	31.2131
26.11.2010	31.417
29.11.2010	31.4352
30.11.2010	31.5835
01.12.2010	31.4951
02.12.2010	31.3238
03.12.2010	31.245
06.12.2010	31.2925
07.12.2010	31.09
08.12.2010	31.074
09.12.2010	30.929
10.12.2010	30.925
13.12.2010	30.7375
14.12.2010	30.6789
15.12.2010	30.7103
16.12.2010	30.7774
17.12.2010	30.8322
20.12.2010	30.8559
21.12.2010	30.8185
22.12.2010	30.6915
23.12.2010	30.5975
24.12.2010	30.5212
27.12.2010	30.405
28.12.2010	30.39
29.12.2010	30.48
30.12.2010	30.6025
31.12.2010	30.515
03.01.2011	30.57
04.01.2011	30.4948
05.01.2011	30.4608
06.01.2011	30.5723
07.01.2011	30.67
10.01.2011	30.6498
11.01.2011	30.5514
12.01.2011	30.2025
13.01.2011	29.9946
14.01.2011	30.092
17.01.2011	29.9866
18.01.2011	29.8965
19.01.2011	29.8562
20.01.2011	30.0135
21.01.2011	29.9315
24.01.2011	29.7953
25.01.2011	29.73
26.01.2011	29.7238
27.01.2011	29.6684
28.01.2011	29.815
31.01.2011	29.7901
01.02.2011	29.4997
02.02.2011	29.4742
03.02.2011	29.4388
04.02.2011	29.4317
07.02.2011	29.3534
08.02.2011	29.251
09.02.2011	29.2903
10.02.2011	29.3338
11.02.2011	29.3875
14.02.2011	29.2875
15.02.2011	29.3486
16.02.2011	29.2239
17.02.2011	29.2697
18.02.2011	29.1481
21.02.2011	29.1751
22.02.2011	29.3378
23.02.2011	29.2317
24.02.2011	28.9928
25.02.2011	28.9452
28.02.2011	28.8669
01.03.2011	28.6244
02.03.2011	28.3981
03.03.2011	28.2588
04.03.2011	28.2065
07.03.2011	28.2015
08.03.2011	28.2601
09.03.2011	28.3877
10.03.2011	28.5991
11.03.2011	28.6375
14.03.2011	28.5091
15.03.2011	28.8024
16.03.2011	28.6865
17.03.2011	28.6247
18.03.2011	28.4498
21.03.2011	28.2597
22.03.2011	28.2398
23.03.2011	28.3672
24.03.2011	28.2928
25.03.2011	28.3498
28.03.2011	28.3644
29.03.2011	28.3702
30.03.2011	28.5203
31.03.2011	28.4403
01.04.2011	28.2448
04.04.2011	28.3102
05.04.2011	28.292
06.04.2011	28.1798
07.04.2011	28.2402
08.04.2011	27.9353
11.04.2011	28.03
12.04.2011	28.127
13.04.2011	28.2402
14.04.2011	28.2203
15.04.2011	28.142
18.04.2011	28.4583
19.04.2011	28.3157
20.04.2011	28.0762
21.04.2011	28.0012
22.04.2011	28.0515
25.04.2011	27.8863
26.04.2011	27.8267
27.04.2011	27.6378
28.04.2011	27.5285
29.04.2011	27.3923
02.05.2011	27.3615
03.05.2011	27.363
04.05.2011	27.357
05.05.2011	27.7167
06.05.2011	27.8573
09.05.2011	27.9314
10.05.2011	27.7827
11.05.2011	27.8348
12.05.2011	27.957
13.05.2011	28.1685
16.05.2011	28.0927
17.05.2011	28.1545
18.05.2011	28.0343
19.05.2011	27.9742
20.05.2011	28.2133
23.05.2011	28.486
24.05.2011	28.3655
25.05.2011	28.435
26.05.2011	28.2655
27.05.2011	28.0087
30.05.2011	28.0409
31.05.2011	27.988
01.06.2011	27.935
02.06.2011	27.8728
03.06.2011	27.8661
06.06.2011	27.8435
07.06.2011	27.7402
08.06.2011	27.7722
09.06.2011	27.7709
10.06.2011	28.0327
13.06.2011	28.0043
14.06.2011	27.8527
15.06.2011	28.0859
16.06.2011	28.1867
17.06.2011	28.0722
20.06.2011	28.1152
21.06.2011	27.9397
22.06.2011	27.9571
23.06.2011	28.2988
24.06.2011	28.2698
27.06.2011	28.2582
28.06.2011	28.1297
29.06.2011	27.9485
30.06.2011	27.889
01.07.2011	27.8368
04.07.2011	27.8185
05.07.2011	27.8749
06.07.2011	28.0034
07.07.2011	27.929
08.07.2011	28.006
11.07.2011	28.2331
12.07.2011	28.3154
13.07.2011	28.0737
14.07.2011	28.1477
15.07.2011	28.0921
18.07.2011	28.218
19.07.2011	28.077
20.07.2011	28.0264
21.07.2011	27.765
22.07.2011	27.7903
25.07.2011	27.7278
26.07.2011	27.5316
27.07.2011	27.5563
28.07.2011	27.6176
29.07.2011	27.6332
01.08.2011	27.8157
02.08.2011	27.8452
03.08.2011	27.8943
04.08.2011	28.1566
05.08.2011	28.3527
08.08.2011	28.9799
09.08.2011	29.9006
10.08.2011	29.8493
11.08.2011	29.5088
12.08.2011	29.122
15.08.2011	28.6502
16.08.2011	28.6959
17.08.2011	28.8116
18.08.2011	29.1199
19.08.2011	29.0263
22.08.2011	29.1215
23.08.2011	28.974
24.08.2011	28.9716
25.08.2011	28.957
26.08.2011	28.8346
29.08.2011	28.8177
30.08.2011	28.937
31.08.2011	28.8504
01.09.2011	28.9869
02.09.2011	29.186
05.09.2011	29.4833
06.09.2011	29.6885
07.09.2011	29.5042
08.09.2011	29.6509
09.09.2011	30.0702
12.09.2011	30.3616
13.09.2011	30.2568
14.09.2011	30.4959
15.09.2011	30.44
16.09.2011	30.5818
19.09.2011	31.3161
20.09.2011	31.4055
21.09.2011	31.4334
22.09.2011	32.1299
23.09.2011	32.1135
26.09.2011	32.443
27.09.2011	31.7332
28.09.2011	31.7485
29.09.2011	31.9876
30.09.2011	32.2188
03.10.2011	32.5967
04.10.2011	32.7496
05.10.2011	32.5826
06.10.2011	32.4047
07.10.2011	32.3723
10.10.2011	31.5891
11.10.2011	31.5768
12.10.2011	31.1363
13.10.2011	31.2445
14.10.2011	30.914
17.10.2011	30.9485
18.10.2011	31.1935
19.10.2011	31.0515
20.10.2011	31.544
21.10.2011	31.1315
24.10.2011	30.624
25.10.2011	30.5411
26.10.2011	30.82
27.10.2011	29.9617
28.10.2011	29.84
31.10.2011	30.275
01.11.2011	30.8327
02.11.2011	30.7184
03.11.2011	30.5041
04.11.2011	30.7179
07.11.2011	30.5583
08.11.2011	30.3478
09.11.2011	30.6074
10.11.2011	30.6715
11.11.2011	30.3164
14.11.2011	30.5729
15.11.2011	30.7219
16.11.2011	30.7657
17.11.2011	30.8504
18.11.2011	30.889
21.11.2011	31.1934
22.11.2011	31.123
23.11.2011	31.5396
24.11.2011	31.5134
25.11.2011	31.555
28.11.2011	31.4128
29.11.2011	31.273
30.11.2011	30.733
01.12.2011	30.7685
02.12.2011	30.9777
05.12.2011	30.917
06.12.2011	31.3954
07.12.2011	31.3112
08.12.2011	31.5075
09.12.2011	31.5248
12.12.2011	31.6947
13.12.2011	31.7256
14.12.2011	31.9148
15.12.2011	31.879
16.12.2011	32.0211
19.12.2011	32.1304
20.12.2011	32.0254
21.12.2011	31.7828
22.12.2011	31.3888
23.12.2011	31.2565
26.12.2011	31.2103
27.12.2011	31.5176
28.12.2011	31.8545
29.12.2011	32.1739
30.12.2011	32.167
02.01.2012	32.1803
03.01.2012	31.7283
04.01.2012	31.8707
05.01.2012	32.0778
06.01.2012	32.0108
09.01.2012	32.0083
10.01.2012	31.5981
11.01.2012	31.7743
12.01.2012	31.6055
13.01.2012	31.8808
16.01.2012	31.7223
17.01.2012	31.6472
18.01.2012	31.5057
19.01.2012	31.3389
20.01.2012	31.3532
23.01.2012	30.8953
24.01.2012	30.8235
25.01.2012	30.7473
26.01.2012	30.2648
27.01.2012	30.1539
30.01.2012	30.4475
31.01.2012	30.3715
01.02.2012	30.1554
02.02.2012	30.2077
03.02.2012	30.2158
06.02.2012	30.1408
07.02.2012	29.8485
08.02.2012	29.7715
09.02.2012	29.7232
10.02.2012	30.0709
13.02.2012	29.9005
14.02.2012	30.0935
15.02.2012	30.0565
16.02.2012	30.139
17.02.2012	29.964
20.02.2012	29.7987
21.02.2012	29.7592
22.02.2012	29.7109
23.02.2012	29.6244
24.02.2012	29.1946
27.02.2012	29.0253
28.02.2012	28.9945
29.02.2012	29.2167
01.03.2012	29.2355
02.03.2012	29.3359
05.03.2012	29.3671
06.03.2012	29.6545
07.03.2012	29.6541
08.03.2012	29.4023
09.03.2012	29.4489
12.03.2012	29.6333
13.03.2012	29.4482
14.03.2012	29.5507
15.03.2012	29.3911
16.03.2012	29.2786
19.03.2012	29.1919
20.03.2012	29.2795
21.03.2012	29.2967
22.03.2012	29.471
23.03.2012	29.3046
26.03.2012	29.0113
27.03.2012	29.0705
28.03.2012	29.4408
29.03.2012	29.5306
30.03.2012	29.3777
02.04.2012	29.3151
03.04.2012	29.2304
04.04.2012	29.5007
05.04.2012	29.4838
06.04.2012	29.5862
09.04.2012	29.679
10.04.2012	29.8311
11.04.2012	29.6852
12.04.2012	29.4545
13.04.2012	29.6351
16.04.2012	29.6713
17.04.2012	29.5101
18.04.2012	29.5519
19.04.2012	29.5602
20.04.2012	29.482
23.04.2012	29.5769
24.04.2012	29.3796
25.04.2012	29.3845
26.04.2012	29.3576
27.04.2012	29.3501
30.04.2012	29.4189
01.05.2012	29.386
02.05.2012	29.4465
03.05.2012	29.5702
04.05.2012	29.8174
07.05.2012	30.0331
08.05.2012	30.2042
09.05.2012	30.3952
10.05.2012	30.1668
11.05.2012	30.1782
14.05.2012	30.4184
15.05.2012	30.6349
16.05.2012	31.0373
17.05.2012	31.1235
18.05.2012	31.3461
21.05.2012	31.1632
22.05.2012	31.2162
23.05.2012	31.8117
24.05.2012	31.8168
25.05.2012	32.1025
28.05.2012	32.1373
29.05.2012	32.3796
30.05.2012	32.8512
31.05.2012	33.4548
01.06.2012	33.7241
04.06.2012	33.5536
05.06.2012	33.1021
06.06.2012	32.3731
07.06.2012	32.3187
08.06.2012	32.5288
11.06.2012	32.853
12.06.2012	33.0308
13.06.2012	32.5259
14.06.2012	32.5425
15.06.2012	32.3921
18.06.2012	32.4502
19.06.2012	32.39
20.06.2012	32.635
21.06.2012	33.2341
22.06.2012	33.1947
25.06.2012	33.3047
26.06.2012	32.9115
27.06.2012	33.0002
28.06.2012	33.1465
29.06.2012	32.4648
02.07.2012	32.5812
03.07.2012	32.1298
04.07.2012	32.3683
05.07.2012	32.5313
06.07.2012	32.935
09.07.2012	32.9768
10.07.2012	32.9168
11.07.2012	32.723
12.07.2012	32.752
13.07.2012	32.6201
16.07.2012	32.5635
17.07.2012	32.4754
18.07.2012	32.2807
19.07.2012	31.8645
20.07.2012	32.0758
23.07.2012	32.6645
24.07.2012	33.019
25.07.2012	32.8003
26.07.2012	32.4013
27.07.2012	32.1173
30.07.2012	32.2175
31.07.2012	32.2371
01.08.2012	32.34
02.08.2012	32.6415
03.08.2012	31.995
06.08.2012	31.5636
07.08.2012	31.5757
08.08.2012	31.5662
09.08.2012	31.7983
10.08.2012	31.8418
13.08.2012	31.9006
14.08.2012	31.8919
15.08.2012	31.906
16.08.2012	31.8928
17.08.2012	32.0791
20.08.2012	32.1051
21.08.2012	31.8025
22.08.2012	31.9401
23.08.2012	31.7071
24.08.2012	31.8318
27.08.2012	31.9658
28.08.2012	32.0137
29.08.2012	32.2523
30.08.2012	32.5978
31.08.2012	32.3398
03.09.2012	32.3084
04.09.2012	32.3479
05.09.2012	32.2982
06.09.2012	32.0177
07.09.2012	31.6766
10.09.2012	31.6833
11.09.2012	31.5082
12.09.2012	31.51
13.09.2012	31.2631
14.09.2012	30.4885
17.09.2012	30.6374
18.09.2012	30.9485
19.09.2012	31.2131
20.09.2012	31.2766
21.09.2012	31.0527
24.09.2012	31.1904
25.09.2012	31.0893
26.09.2012	31.3674
27.09.2012	31.0544
28.09.2012	31.2195
01.10.2012	31.1387
02.10.2012	31.1136
03.10.2012	31.2005
04.10.2012	30.9551
05.10.2012	31.0278
08.10.2012	31.1818
09.10.2012	31.2
10.10.2012	31.1875
11.10.2012	31.0585
12.10.2012	31.1425
15.10.2012	31.0968
16.10.2012	30.9071
17.10.2012	30.7919
18.10.2012	30.7807
19.10.2012	30.926
22.10.2012	31.1481
23.10.2012	31.4615
24.10.2012	31.4701
25.10.2012	31.3718
26.10.2012	31.4214
29.10.2012	31.5449
30.10.2012	31.4045
31.10.2012	31.3887
01.11.2012	31.3316
02.11.2012	31.5087
05.11.2012	31.663
06.11.2012	31.462
07.11.2012	31.5534
08.11.2012	31.5745
09.11.2012	31.6103
12.11.2012	31.67
13.11.2012	31.7769
14.11.2012	31.7602
15.11.2012	31.7047
16.11.2012	31.7788
19.11.2012	31.4692
20.11.2012	31.334
21.11.2012	31.2126
22.11.2012	31.2173
23.11.2012	31.1026
26.11.2012	31.067
27.11.2012	31.0933
28.11.2012	31.1806
29.11.2012	30.944
30.11.2012	30.9183
03.12.2012	30.939
04.12.2012	30.8975
05.12.2012	30.8108
06.12.2012	30.9329
07.12.2012	30.8495
10.12.2012	30.7696
11.12.2012	30.7496
12.12.2012	30.624
13.12.2012	30.7293
14.12.2012	30.7517
17.12.2012	31.041
18.12.2012	30.7853
19.12.2012	30.802
20.12.2012	30.7453
21.12.2012	30.9211
24.12.2012	30.6783
25.12.2012	30.7265
26.12.2012	30.6417
27.12.2012	30.3869
28.12.2012	30.3815
31.12.2012	30.5615
01.01.2013	30.5945
02.01.2013	30.2095
03.01.2013	30.2055
04.01.2013	30.426
07.01.2013	30.3965
08.01.2013	30.3523
09.01.2013	30.3732
10.01.2013	30.2664
11.01.2013	30.3701
14.01.2013	30.2803
15.01.2013	30.3
16.01.2013	30.3288
17.01.2013	30.2637
18.01.2013	30.3104
21.01.2013	30.2999
22.01.2013	30.277
23.01.2013	30.2159
24.01.2013	30.0853
25.01.2013	30.0694
28.01.2013	30.2246
29.01.2013	30.0802
30.01.2013	30.0672
31.01.2013	30.0394
01.02.2013	29.8864
04.02.2013	30.0898
05.02.2013	29.9926
06.02.2013	30.1173
07.02.2013	30.2617
08.02.2013	30.1856
11.02.2013	30.2038
12.02.2013	30.0822
13.02.2013	30.0884
14.02.2013	30.1444
15.02.2013	30.152
18.02.2013	30.156
19.02.2013	30.1156
20.02.2013	30.2013
21.02.2013	30.5037
22.02.2013	30.4856
25.02.2013	30.4736
26.02.2013	30.7142
27.02.2013	30.5781
28.02.2013	30.6383
01.03.2013	30.7697
04.03.2013	30.8238
05.03.2013	30.7099
06.03.2013	30.7846
07.03.2013	30.742
08.03.2013	30.8219
11.03.2013	30.7828
12.03.2013	30.7518
13.03.2013	30.852
14.03.2013	30.7634
15.03.2013	30.6809
18.03.2013	30.8081
19.03.2013	31.0174
20.03.2013	30.8962
21.03.2013	30.9519
22.03.2013	30.8558
25.03.2013	30.9748
26.03.2013	30.9428
27.03.2013	31.0979
28.03.2013	31.1375
29.03.2013	31.0935
01.04.2013	31.1223
02.04.2013	31.3396
03.04.2013	31.6322
04.04.2013	31.6705
05.04.2013	31.5816
08.04.2013	31.3032
09.04.2013	31.0643
10.04.2013	30.9145
11.04.2013	30.8636
12.04.2013	31.1219
15.04.2013	31.4515
16.04.2013	31.3446
17.04.2013	31.8803
18.04.2013	31.6229
